,Gender,Race,Age,County,Current Facility,Offense Code,TDCJ Offense,TDCJ Number,Sentence (Years),Last Parole Decision,Parole Review Status,Parole Eligibility (Years),Sentence Left (Years)
85852,1,6,29,183,63,35990014,7660,2149869,5.0,0,0,2,1
85853,1,6,29,109,76,11990002,9774,1915792,12.0,0,0,2,4
85855,1,2,27,158,10,73991005,4271,2122685,8.0,0,0,1,3
85856,0,6,35,92,100,35990003,6654,2346138,2.0,1,0,0,2
85857,0,6,31,90,98,23990196,10812,2349529,4.0,0,0,0,3
85861,1,2,31,106,63,22990003,3025,2115531,12.0,0,0,3,7
85863,1,1,32,219,97,13990075,2148,2317823,5.0,0,1,1,3
85864,1,6,63,149,61,11990002,9774,1807789,15.0,0,1,2,6
85865,1,6,34,65,52,48010020,4745,2286352,8.0,1,0,1,6
85868,1,6,44,213,4,13990041,6467,1688269,25.0,0,0,9,14
85869,1,1,25,99,63,12990002,1036,2157498,8.0,1,0,0,4
85870,1,1,28,99,76,12990002,904,1741808,19.0,0,0,1,8
85871,1,6,25,77,59,11990002,9774,2106335,10.0,1,0,1,4
85872,1,2,45,99,94,11990004,1137,1570975,16.0,1,0,4,4
85876,1,1,35,89,84,11990004,1120,1652039,18.0,0,0,2,7
85877,1,1,32,18,15,12990002,1055,1674748,20.0,0,1,2,8
85883,1,2,34,14,15,35990016,7927,2309146,2.0,0,1,1,0
85884,0,2,24,55,69,12990002,904,2029260,8.0,0,0,2,2
85886,1,2,31,55,38,35990003,7968,1904111,25.0,1,0,3,17
85887,1,2,33,106,31,13990075,2109,2330232,4.0,0,0,1,1
85890,1,2,27,99,40,12990001,9743,1984599,13.0,0,1,1,6
85892,1,2,25,55,13,48010020,4508,2325605,2.0,0,1,1,1
85893,1,1,35,156,32,22990002,2957,1822584,20.0,0,1,2,12
85894,1,1,28,55,14,12990002,991,2318142,6.0,1,0,1,2
85895,1,2,32,219,88,12990002,864,1839735,15.0,0,1,2,6
85897,1,2,29,99,28,13150004,293,1887099,14.0,0,0,1,6
85898,1,1,29,19,2,73990677,9447,1925044,2.0,0,1,1,1
85900,1,1,30,120,97,35990016,7582,2340628,4.0,0,0,0,3
85901,1,6,30,35,32,48010020,4491,2334958,2.0,1,0,1,1
85902,0,2,43,68,98,35990015,7701,2347265,2.0,0,1,0,1
85904,1,2,31,106,93,12990002,864,1853878,13.0,0,1,2,5
85906,1,2,31,55,1,54010008,5014,2043527,15.0,0,1,5,8
85907,1,6,41,99,60,35990004,9227,2325583,10.0,0,1,1,8
85908,1,1,27,42,40,11990001,9767,2010620,10.0,1,0,3,2
85909,1,6,30,165,40,13990076,2234,2327386,8.0,0,0,0,6
85912,0,1,30,13,42,35990016,7608,2162327,7.0,0,1,2,5
85916,1,1,29,99,54,12990002,904,2037829,12.0,0,0,0,6
85917,1,2,25,227,32,73991005,4250,1868013,12.0,0,1,3,4
85919,1,6,36,170,55,23990194,10720,2280012,5.0,0,0,1,3
85920,1,2,25,219,40,36010001,5936,2277756,4.0,1,0,1,1
85921,1,6,33,177,32,35990014,7644,2327244,6.0,1,0,1,4
85922,1,2,28,99,65,12990002,920,1708382,12.0,0,0,5,1
85923,1,2,29,68,26,12990002,864,2274562,3.0,0,0,1,0
85927,1,2,43,123,93,11990004,1329,1642266,20.0,0,0,1,9
85930,1,1,26,13,0,12990001,9666,1972031,8.0,0,0,5,1
85933,1,1,37,13,26,22990003,3081,1655956,20.0,0,0,2,8
85935,1,2,28,219,27,35990024,7785,2330811,4.0,0,0,1,3
85939,1,6,28,135,83,13990063,2433,2171879,5.0,0,1,3,1
85943,1,2,31,66,96,13150011,90,2322431,10.0,0,0,1,8
85945,1,1,30,242,76,9990019,7143,1933168,15.0,0,0,2,5
85949,1,2,25,55,1,35990002,6860,2123568,5.0,0,1,2,1
85950,1,2,32,106,77,9990019,7143,1828255,17.0,0,0,1,7
85952,1,6,24,82,20,35990004,6694,2271922,25.0,0,0,0,22
85953,1,1,28,119,3,25890002,5359,2189059,10.0,0,0,2,7
85954,1,2,29,190,61,36010001,5777,1855764,12.0,0,0,3,3
85955,1,2,37,218,3,11990002,9774,2320176,3.0,1,0,1,0
85958,1,0,30,213,48,35990015,7592,2321694,6.0,1,0,1,4
85961,1,2,25,219,37,12990002,836,2001199,10.0,1,0,2,3
85963,1,2,26,24,43,13990063,2518,2191297,5.0,0,0,3,0
85967,0,6,25,176,36,35990016,7582,2337587,4.0,1,0,1,3
85968,1,6,30,6,87,12990002,864,2156753,8.0,0,1,1,3
85969,1,1,25,20,44,48010020,4636,2322768,5.0,0,1,1,4
85973,1,1,58,0,47,11990001,10012,1997606,9.0,0,0,3,2
85974,1,1,27,55,73,12990001,9666,2325347,5.0,0,0,0,4
85977,1,2,26,68,38,22990002,2640,2210800,10.0,1,0,2,6
85978,1,2,27,99,32,13990075,2154,2328283,3.0,1,0,1,2
85979,1,2,25,68,12,13150005,743,2179094,10.0,0,0,0,5
85981,1,2,35,173,6,36990013,5834,2232341,10.0,0,1,2,7
85986,1,2,29,57,81,22990003,3199,2056786,10.0,1,0,0,5
85987,1,1,27,219,12,12990002,864,1839485,15.0,0,0,4,3
85990,1,6,25,26,84,36010001,5966,2165192,8.0,0,0,0,8
85991,1,6,23,130,82,22990002,3338,2267374,7.0,0,0,2,4
85993,1,6,31,120,44,48040003,10287,2310065,10.0,0,0,3,6
85997,1,2,58,68,61,36010001,5945,1633843,20.0,0,0,1,9
85999,1,2,41,241,46,12990002,864,1868998,10.0,1,0,4,1
86001,1,6,31,147,55,12990001,9666,2336539,4.0,0,0,1,2
86004,1,2,31,99,59,11990003,1100,1731409,17.0,0,0,2,6
86005,1,1,30,55,28,9990030,7143,2182031,8.0,0,0,1,3
86006,1,2,30,20,50,35990015,7701,2338356,5.0,0,0,1,4
86011,1,1,35,55,8,13990083,2006,2300594,8.0,0,0,1,6
86012,1,6,24,213,28,13990075,1916,2251870,4.0,0,0,1,1
86014,1,6,30,3,38,35990016,7766,2295546,8.0,1,0,1,5
86015,1,2,48,42,61,36010001,5856,1676574,20.0,0,0,1,9
86016,1,1,38,13,52,12990002,864,1791998,20.0,1,0,1,9
86017,1,6,27,213,94,26050014,3615,2321972,2.0,0,1,1,1
86018,1,1,27,99,60,22990002,3223,2324816,6.0,1,0,0,5
86019,1,2,28,183,82,13150005,520,2280316,4.0,0,0,0,2
86022,0,6,42,99,56,35990016,7719,2348740,2.0,0,1,0,1
86024,1,6,69,181,77,9990000,3695,1761393,60.0,0,1,4,50
86025,1,2,29,183,12,73990677,9528,1633482,6.0,0,0,0,5
86026,1,6,34,87,7,22990002,2957,2221990,10.0,0,1,3,6
86031,1,6,36,158,46,11990002,9774,1683482,20.0,0,0,2,8
86032,1,1,25,99,91,12990002,1035,2204290,6.0,1,0,2,1
86033,1,1,28,99,38,12990002,1036,2184029,7.0,1,0,1,2
86035,1,1,27,77,77,12990002,864,1945851,10.0,0,0,3,2
86036,1,1,33,55,3,35990156,9070,1994847,10.0,0,1,2,5
86039,1,2,39,30,31,13150005,202,2346116,2.0,1,0,1,1
86042,1,0,27,106,0,12990001,9666,2273508,3.0,0,0,2,0
86043,1,6,27,14,38,35990004,8866,2268381,10.0,1,0,2,7
86045,1,1,35,183,46,48040003,10215,2272128,10.0,0,1,2,7
86046,1,2,37,183,29,48010019,4515,2127369,7.0,0,0,1,3
86048,1,2,27,219,1,13150004,368,2238756,5.0,0,0,3,2
86050,0,1,25,49,83,13160016,5666,1776577,8.0,0,0,2,12
86051,1,6,31,156,60,13150005,82,2269024,7.0,0,0,1,3
86052,1,1,40,99,73,22990003,3130,1646171,25.0,0,0,9,13
86054,1,1,28,99,60,48010020,4775,2321956,10.0,0,0,0,9
86055,1,1,32,2,86,35990016,7927,2267660,4.0,1,0,2,2
86056,0,6,38,89,17,9990021,7143,1664074,20.0,0,0,2,8
86057,1,1,27,14,20,12990002,864,2005051,10.0,0,0,2,5
86058,1,2,66,145,65,13150005,243,1917812,13.0,0,0,2,5
86060,0,2,29,57,42,35990003,9230,1996373,10.0,0,0,1,4
86061,1,2,28,82,60,35990003,8183,2298438,8.0,0,0,1,6
86065,1,1,29,42,76,26070262,5177,2327301,2.0,1,0,1,1
86068,1,1,28,55,76,12990001,9666,2050110,5.0,1,0,3,1
86069,1,2,30,14,82,54040011,4069,2279582,6.0,0,1,1,4
86071,1,2,29,232,61,54010009,56,2200280,5.0,1,0,3,1
86076,1,2,28,99,20,12990002,904,2265195,5.0,0,0,0,2
86080,1,2,26,20,59,13150005,520,1888165,14.0,0,0,2,5
86082,1,2,27,99,0,12990002,1036,1928492,9.0,0,0,3,4
86084,1,1,27,213,26,12990002,904,2101327,8.0,0,0,1,3
86085,1,2,29,14,22,48040003,10247,2336572,3.2,0,0,0,2
86089,1,1,31,213,28,12990002,862,1657160,20.0,0,1,2,8
86090,1,2,42,213,66,36010005,5847,2349692,5.0,0,0,0,3
86092,1,6,29,105,54,13990075,2149,2339260,3.0,0,1,1,2
86093,0,2,53,30,69,13150004,657,2154075,8.0,0,0,3,4
86094,1,1,26,90,63,12990002,864,1819469,15.0,0,0,2,6
86095,1,1,28,69,70,13150005,520,2299938,5.0,1,0,0,2
86096,1,2,28,27,0,22990002,3191,2085957,18.0,0,0,5,10
86097,1,1,28,228,32,35990016,7927,2185732,10.0,1,0,3,6
86098,1,1,29,165,77,22990002,2957,1976012,15.0,0,0,5,8
86102,1,1,26,91,89,35990003,6751,2015018,18.0,0,1,5,11
86103,1,6,28,0,76,51990018,2884,2340845,8.0,0,0,0,7
86106,1,1,25,206,0,13990041,6110,1972880,10.0,0,0,2,3
86108,1,1,29,99,80,22990002,2957,2276872,7.0,0,0,1,5
86110,1,1,24,206,46,22990002,2957,2021800,12.0,0,1,4,6
86114,1,6,39,176,86,35620012,8498,2276057,7.0,0,0,2,4
86117,1,2,28,14,32,35990003,8974,2196043,10.0,1,0,2,7
86119,1,2,23,227,46,22990002,2957,2287745,5.0,0,0,1,3
86120,1,6,32,133,16,12990001,9666,2278935,20.0,0,0,0,18
86122,1,1,31,89,94,35990004,7319,1952329,40.0,0,1,3,32
86124,1,2,27,14,25,52120009,5211,2334765,4.0,0,0,0,3
86125,1,2,43,1,80,52120009,11034,2335724,5.0,0,0,1,4
86126,1,2,56,227,61,9990026,2681,1659376,40.0,0,0,7,29
86127,1,1,28,55,40,12990001,9746,1868022,12.0,0,0,7,4
86131,1,6,31,90,48,35990014,7746,2329921,4.0,0,1,1,3
86134,1,2,27,99,37,12990002,904,2203426,8.0,1,0,1,3
86136,1,6,26,99,47,54040033,6532,2072823,8.0,1,0,3,1
86139,1,6,26,213,48,13990076,1905,2336716,2.0,0,0,1,1
86142,1,2,28,68,61,11990004,1120,2032646,10.0,0,0,1,4
86144,1,6,32,114,82,13990076,2138,2297787,7.0,0,0,1,5
86145,1,6,24,105,66,22990002,2957,1944897,9.0,0,1,2,3
86146,1,1,28,100,38,35990016,7719,2319962,6.0,1,0,1,4
86149,1,1,33,214,66,35990015,8654,2287662,7.0,0,1,2,4
86150,0,2,33,14,56,13990082,2409,2253233,4.0,0,1,2,2
86154,1,6,29,99,60,13990075,2154,2337527,3.0,1,0,0,3
86155,1,1,36,213,31,13990063,2431,2262797,3.0,0,0,2,1
86156,1,6,30,160,94,48990012,10297,2158010,8.0,0,0,3,4
86157,1,1,23,99,0,11990001,9767,1939734,20.0,0,0,2,18
86158,1,1,25,99,12,12990001,9717,2128054,10.0,0,0,4,3
86162,1,6,49,107,85,13150005,641,1895559,12.0,0,1,2,4
86163,1,1,41,161,0,23990208,10391,2216729,4.0,0,0,2,1
86164,1,2,26,14,22,35990003,9003,2283231,5.0,0,0,2,3
86166,1,2,32,99,2,12990001,9680,2237006,5.0,0,0,2,2
86168,1,2,28,3,63,22990002,2957,2015322,8.0,0,0,4,2
86169,1,2,28,235,76,73990677,9424,2328969,5.0,0,0,0,4
86171,1,2,32,82,51,36010001,5846,2246057,5.0,1,0,0,2
86172,1,2,30,14,89,12990002,864,2121225,6.0,0,0,2,1
86173,1,6,58,165,44,38990029,11312,2290137,3.0,0,1,2,1
86176,1,2,51,69,21,11990001,9767,1735058,12.0,0,0,4,2
86177,0,2,22,110,56,54040011,4069,2331296,5.0,0,1,1,3
86181,1,1,37,55,7,26040043,5380,2339980,3.0,0,1,1,2
86182,1,6,31,99,1,13150005,520,1883522,10.0,0,0,7,1
86183,0,2,29,55,57,12990002,864,2156090,7.0,1,0,1,2
86184,1,2,24,213,88,22990002,2957,1978396,8.0,0,0,4,5
86185,1,1,26,213,44,22990002,2957,2348837,2.0,1,0,0,1
86186,1,6,31,147,20,22990003,3139,2327227,5.0,0,1,3,2
86189,1,2,30,99,29,35990005,8983,2301719,16.0,0,0,0,14
86190,1,1,28,99,20,52120009,5224,2299126,3.0,0,1,1,1
86192,1,2,26,232,89,13990063,2419,2239399,8.5,0,0,0,6
86193,1,2,27,206,48,48010020,4745,2338147,4.0,1,0,0,3
86196,1,2,42,68,94,37040001,7527,2260529,5.5,0,0,1,13
86198,1,1,30,10,38,52030024,11034,2300362,12.0,1,0,3,8
86199,1,1,39,135,88,13150004,368,2190792,12.0,0,0,2,8
86209,1,6,60,193,54,36010001,5846,1628977,15.0,0,0,3,13
86211,1,2,28,99,73,13160017,5679,2204272,6.0,0,0,0,3
86213,0,2,29,31,98,13150004,148,2349681,5.0,1,0,0,4
86215,1,1,30,2,54,12990002,864,1969069,10.0,0,0,2,3
86222,0,6,39,169,62,50150004,2840,2331114,5.0,0,0,1,3
86226,1,1,32,147,82,13990075,2522,2277406,6.0,0,1,3,3
86228,1,1,39,120,88,13150007,272,2236747,5.0,0,0,1,2
86229,1,1,26,206,10,22990003,3026,2048426,20.0,0,0,1,14
86230,1,2,36,99,76,13990025,6507,1639253,18.0,0,0,3,6
86233,1,2,28,55,3,13150005,243,1913700,10.0,0,0,4,1
86236,1,1,30,82,20,13150005,520,2219591,5.0,0,0,3,1
86240,1,1,29,99,3,12990002,904,1625763,15.0,0,0,5,3
86241,1,2,26,214,3,13150005,82,2244355,8.0,0,0,1,5
86242,1,2,27,130,7,35990003,8135,2242762,12.0,0,1,2,9
86245,1,1,28,99,12,12990002,1065,1718199,12.0,0,0,4,2
86246,1,1,29,99,8,35990003,8933,2307381,8.0,0,0,1,6
86247,1,6,25,172,84,13150004,692,2223386,4.0,0,0,3,1
86250,1,1,23,99,47,13150005,202,2001607,10.0,0,0,2,3
86253,1,1,28,173,4,13160014,10095,2313439,6.0,0,0,2,3
86257,1,2,25,106,89,12990002,864,2053381,8.0,0,0,2,2
86258,1,1,25,156,3,13990063,1718,2221327,8.0,0,0,1,4
86261,1,2,29,158,26,73990677,8697,1867428,4.0,0,0,1,2
86262,1,1,29,99,25,13990041,6223,2119730,6.0,0,0,2,1
86264,1,2,27,99,65,12990002,965,1902880,9.0,0,0,4,1
86268,1,2,41,147,84,22990002,2957,2263967,8.0,0,0,1,5
86270,1,6,35,210,80,48010020,4502,2315651,4.0,0,1,1,3
86271,0,2,25,156,39,54010009,11153,2338362,4.0,1,0,1,3
86272,1,1,26,13,4,13150005,109,2333546,6.0,0,0,1,4
86274,1,6,24,45,63,9990020,2785,2027138,30.0,0,0,3,23
86276,1,4,33,18,48,35990016,7719,2341337,3.0,0,0,0,2
86277,1,2,38,68,13,52030024,8440,2142471,5.0,0,0,2,1
86279,1,6,31,21,77,20990005,1594,2277643,5.0,0,1,2,3
86282,1,6,29,176,60,22990002,2957,2265633,8.0,0,0,1,6
86284,1,2,27,87,40,11990002,10017,2174451,8.0,1,0,1,3
86286,1,6,30,38,82,11990003,1382,1753722,10.0,0,0,3,0
86287,1,2,25,233,89,13150007,257,2224764,5.0,0,0,2,1
86290,1,6,29,110,19,11990004,1120,1899278,10.0,1,0,3,2
86292,1,6,33,209,86,35990016,8058,2303720,15.0,0,0,1,12
86293,1,1,33,99,75,12990002,1026,1587620,20.0,0,0,2,8
86294,1,1,28,213,66,13990076,1905,2348943,5.0,0,0,1,4
86296,1,6,58,42,12,11990002,9774,2050991,11.0,1,0,1,5
86299,1,2,33,133,22,54040011,4081,2283925,10.0,0,0,1,10
86300,1,2,48,55,51,11990004,1330,1656046,20.0,0,0,2,8
86303,1,2,27,81,49,23990198,10636,2324554,4.0,0,0,1,2
86304,1,1,26,14,10,52120009,5211,2332011,4.0,0,0,0,3
86306,1,1,45,99,73,12990002,1065,1643995,18.0,0,1,3,6
86307,0,2,43,14,69,13990041,6395,1809865,19.0,0,0,1,10
86310,1,1,27,55,89,13150005,202,1810020,15.0,0,0,2,6
86312,1,1,24,55,3,13150005,520,2259364,3.0,0,0,1,0
86316,1,6,38,91,54,36010001,5826,1621279,14.0,1,0,5,2
86320,1,2,29,14,32,12990002,864,2013328,9.0,1,0,2,2
86321,1,1,24,99,77,22990002,3191,2123959,10.0,0,0,4,5
86322,1,1,28,231,49,12990001,9666,2205301,17.0,0,0,1,14
86325,1,6,41,18,48,35990016,7870,2270654,7.0,0,1,2,4
86326,1,1,64,90,87,54040011,4069,2282207,10.0,0,0,1,8
86329,1,1,47,160,30,22990002,2957,2300309,6.0,0,1,1,4
86331,1,1,25,99,12,12990002,920,2088768,8.0,0,0,1,3
86332,1,1,32,176,63,12990002,864,1826990,10.0,0,0,4,1
86333,1,2,28,99,54,13990041,6414,1942327,15.0,0,1,1,7
86334,1,1,28,213,66,35990015,8017,2340526,6.0,0,0,1,4
86336,1,2,31,14,9,38060020,11,2305583,4.0,1,0,1,2
86337,1,6,29,120,3,48010020,4666,2237789,6.0,0,1,1,3
86339,1,1,30,77,20,22990002,2957,2313824,10.0,0,0,1,8
86340,1,2,35,99,63,23990013,10377,1962907,20.0,0,0,4,16
86345,1,1,25,68,38,22990003,3056,2293521,12.0,1,0,0,6
86348,1,1,37,14,54,12990001,9666,2348222,2.0,1,0,1,1
86350,1,2,27,68,54,13990082,2407,2280270,5.0,0,0,1,3
86354,1,2,28,192,89,11990002,9774,2095464,10.0,1,0,0,5
86355,1,2,33,30,20,35990018,7732,2134989,10.0,0,0,3,5
86356,1,1,27,219,65,12990002,864,2200829,5.0,0,0,2,0
86358,0,2,31,106,79,13990063,2427,2334864,3.0,0,1,1,2
86359,1,1,39,214,4,13150011,724,2021888,10.0,0,0,1,4
86360,0,6,31,36,72,35990015,7582,2333245,8.0,0,0,1,6
86362,1,1,27,55,26,12990002,904,1986338,8.0,0,0,3,1
86363,1,2,43,156,65,35990003,9088,2064905,20.0,0,0,3,14
86364,1,6,29,35,43,24110003,10966,2244759,5.0,0,0,1,2
86366,1,2,31,68,81,13990083,2362,2275826,5.0,0,0,0,2
86370,1,2,30,99,46,12990002,1026,1607125,18.0,0,0,3,6
86371,0,2,54,215,69,12990001,9666,1677678,15.0,0,0,2,5
86377,1,6,57,165,82,23990208,10541,2277170,6.0,0,0,2,3
86378,1,6,62,59,13,13150005,202,1714505,20.0,0,0,2,8
86380,1,2,31,123,59,35990003,7629,2242317,22.0,0,0,0,19
86381,1,1,28,99,0,13150005,202,2049075,8.0,0,0,1,4
86385,1,1,29,99,86,12990002,1035,1899464,15.0,0,0,0,7
86388,1,6,34,165,59,9990017,7080,1626750,15.0,0,1,4,4
86389,1,0,32,99,87,36990024,7260,2237781,10.0,0,0,2,7
86390,1,2,29,173,51,12990001,9666,1714912,20.0,0,0,1,12
86392,1,2,37,183,94,11990004,1120,1769201,24.0,0,0,1,11
86393,0,1,27,99,69,9990022,3487,1799638,15.0,0,0,4,4
86394,1,2,27,99,27,12990002,1054,1946431,8.0,0,0,3,1
86395,1,2,28,19,19,35990209,9414,1594036,3.0,0,0,1,3
86398,1,2,27,68,0,48010020,4508,2236134,7.0,0,0,0,3
86399,1,6,33,120,65,13150005,82,1988733,10.0,0,0,2,3
86401,1,1,25,236,55,22990003,3082,2286234,12.0,0,0,1,9
86402,1,6,35,36,0,9990019,7143,1705318,999.0,0,0,20,999
86403,1,2,32,30,84,12990001,9666,2137667,6.0,0,0,2,3
86404,1,1,24,99,60,12990001,9717,2342188,10.0,0,0,2,7
86406,1,2,25,99,28,12990002,904,2038990,11.0,0,0,1,5
86407,1,6,23,135,89,52120009,11034,2334056,4.0,0,0,0,3
86408,1,2,32,106,73,12990002,864,1619005,20.0,0,0,0,28
86410,1,2,41,127,22,54040011,4118,2341272,3.0,1,0,1,2
86412,1,1,26,55,89,22990002,2957,2068086,17.0,0,0,2,11
86415,1,6,39,213,48,73990677,9440,2337328,2.0,1,0,1,1
86418,1,1,27,55,33,12990002,864,2256927,6.0,1,0,1,2
86419,1,6,27,14,89,35990003,7815,2170551,6.0,0,1,3,2
86420,1,2,34,80,77,11990004,1100,1614200,20.0,0,0,2,8
86421,1,2,33,99,26,12990002,920,1627028,12.0,0,0,6,0
86423,1,6,34,19,37,54040011,4069,2308455,4.0,1,0,1,2
86426,1,6,33,227,47,22990002,3338,2205423,10.0,1,0,2,7
86427,1,2,24,239,31,13990043,6353,2349162,3.0,0,0,0,3
86429,1,6,28,176,10,11990001,9767,1937793,10.0,0,0,2,3
86435,1,6,39,19,13,11990002,9774,1680317,15.0,0,0,11,33
86436,1,6,41,68,50,23990196,10813,2338226,3.0,0,0,0,2
86437,1,2,31,55,65,9990019,7143,1749803,20.0,0,0,1,9
86438,1,6,28,55,82,24110003,10949,2322466,2.0,0,0,1,1
86439,1,2,37,14,58,13150005,480,2271375,7.0,0,0,2,4
86440,1,2,34,99,13,12990002,920,1713099,12.0,1,0,5,1
86441,1,1,26,213,63,12990001,9685,2138455,7.0,0,0,2,3
86442,1,2,29,225,31,48040003,10287,2348437,3.0,1,0,0,2
86446,0,6,29,19,72,35990015,7870,2340693,2.0,1,0,1,1
86447,1,1,34,99,1,20990005,1594,1891379,10.0,0,0,3,2
86450,1,2,32,42,70,35990016,7719,2321508,5.0,0,0,2,3
86451,1,1,28,55,82,13990076,2006,2317077,4.0,0,0,2,2
86452,1,6,58,13,27,11990004,1100,1608907,15.0,1,0,5,3
86453,1,6,78,99,23,36010001,5901,1873580,14.0,1,0,2,5
86454,1,2,31,84,89,35990003,8357,2183428,6.0,1,0,3,2
86455,1,6,31,206,60,22990002,2957,1848492,18.0,0,1,1,10
86459,0,6,31,238,56,54040011,4095,2337728,5.0,1,0,1,3
86460,1,2,27,14,3,12990001,9666,2321331,3.0,0,0,1,2
86462,1,2,27,173,85,35990008,6915,2147156,5.0,0,0,4,0
86463,1,1,26,165,58,73991003,4286,2113985,6.0,0,0,2,1
86464,1,2,27,222,76,13990063,1718,2257773,10.0,0,0,1,7
86465,1,1,28,99,27,13990083,2321,2274405,4.0,0,0,2,2
86466,0,6,31,100,41,11990002,9774,2258388,5.0,1,0,1,2
86468,1,1,28,70,11,35990002,6801,2198095,12.0,1,0,2,9
86470,1,6,30,165,86,13150005,283,2236591,5.0,0,1,2,2
86473,1,2,31,30,58,22990002,2957,2346977,5.0,0,0,0,4
86475,1,2,26,99,88,12990002,986,1819075,12.0,0,0,3,3
86479,1,6,26,70,60,35990020,7770,2347171,4.0,1,0,0,3
86481,1,2,25,30,26,12990002,864,2120738,7.0,0,0,2,2
86485,0,2,26,130,42,35990003,4000,2026613,25.0,0,0,1,19
86486,1,6,24,137,12,11990002,10017,2120930,6.0,0,0,2,1
86488,1,2,44,238,94,36990013,5941,2249029,7.0,1,0,4,2
86490,1,2,27,66,80,13990075,1916,2342670,5.0,0,0,0,4
86491,1,2,25,99,0,52030024,5224,2247259,3.0,0,0,2,0
86492,0,2,42,55,42,13990041,6378,1678276,999.0,0,1,6,999
86495,1,1,29,99,32,35990003,6654,2261750,8.0,1,0,2,5
86496,0,6,44,59,69,12990002,864,1738967,18.0,0,0,3,6
86497,1,2,48,99,5,36990008,4895,2239521,3.0,1,0,2,0
86498,1,6,29,99,60,54040011,4155,2349467,5.0,1,0,1,4
86499,1,2,32,213,96,13990076,1905,2342390,5.0,0,0,1,4
86501,1,6,35,82,84,11990004,1120,1889876,15.0,0,0,1,7
86504,0,6,29,199,72,35990015,7701,2329623,8.0,1,0,0,7
86505,1,2,37,14,61,13990025,6497,1722734,15.0,0,0,4,3
86507,1,2,33,165,94,13150004,368,2249249,5.0,0,1,2,3
86509,1,1,25,228,40,11990002,9774,2194505,10.0,0,0,0,5
86512,0,1,29,14,42,13150007,230,1864480,10.0,0,0,7,2
86513,1,1,33,123,3,22990002,2957,1654159,15.0,0,0,3,7
86514,1,6,26,55,76,35990003,7062,2325391,5.0,0,0,1,4
86515,1,2,23,183,10,36010001,5936,2249615,6.0,0,0,1,2
86519,1,6,34,143,90,13990075,2154,2333643,8.0,0,0,0,7
86520,1,1,30,165,3,12990001,9666,1905146,20.0,0,0,6,11
86521,1,1,31,20,28,13150005,443,2266117,5.0,0,0,2,3
86522,0,1,25,18,98,48010020,4517,2343300,5.0,0,0,1,4
86523,1,2,29,68,55,35990003,6889,2331203,5.0,0,0,1,4
86524,1,6,33,97,99,13150005,520,2296641,3.0,0,0,0,1
86526,1,2,33,206,13,13990025,6507,1623610,20.0,0,0,2,8
86527,1,2,27,14,22,48040003,10245,2342234,5.0,0,0,0,4
86529,1,6,31,65,40,11990001,10042,2125708,8.0,0,0,0,4
86530,1,2,27,14,12,13150005,443,2213728,20.0,0,0,2,14
86531,1,2,26,99,18,35990003,8877,2321389,5.0,0,0,1,3
86533,1,1,29,120,12,11990003,1100,1589962,20.0,0,1,3,7
86535,0,6,48,142,42,9990019,7143,1729657,20.0,0,0,0,10
86539,1,2,43,239,25,11990004,1120,1679811,16.0,0,0,4,4
86541,1,1,32,99,9,13990076,2367,2249386,10.0,0,1,2,7
86546,1,1,27,206,8,22990002,2957,2344899,5.0,1,0,0,4
86550,0,1,33,18,72,26040043,5533,2331378,3.0,0,0,0,2
86553,1,1,28,213,37,12990001,9685,2174527,5.0,1,0,3,1
86556,1,6,27,105,8,13990075,2149,2350176,3.0,0,1,1,2
86557,1,6,29,193,7,35990008,7950,1814849,10.0,0,0,1,3
86558,1,1,27,206,14,13990083,2311,2261326,6.0,0,1,2,3
86560,0,2,40,99,69,40040007,3550,2014256,10.0,1,0,5,3
86561,1,2,35,106,13,9990017,7090,2122338,25.0,0,0,3,19
86562,1,6,28,99,20,13990044,6057,2317689,5.0,0,1,1,4
86564,0,3,34,89,56,35990003,8237,2286973,7.0,1,0,1,5
86566,1,2,33,213,48,22990002,3471,2335109,3.0,0,1,1,2
86569,1,1,28,206,27,22990002,2957,2224702,10.0,0,0,2,7
86570,1,2,39,20,32,35990015,7701,2325183,4.0,1,0,1,3
86573,1,2,28,228,60,13150007,195,2273727,12.0,0,0,1,9
86574,1,1,25,114,8,52030024,11034,2348403,7.0,0,0,1,6
86577,1,1,28,2,60,35990008,9036,2282393,10.0,0,0,1,8
86578,1,6,32,99,75,11990004,1137,2012803,10.0,0,0,1,4
86580,1,6,30,92,97,35990016,7608,2303469,8.0,1,0,1,6
86581,1,2,46,42,93,11990004,1120,1653462,15.0,0,0,5,3
86582,1,2,31,14,19,36010001,5936,2104776,8.0,0,0,1,3
86586,1,2,28,160,32,13990076,1809,2333436,3.0,1,0,0,2
86588,1,1,27,165,38,35990003,9170,2294331,7.0,1,0,1,5
86589,1,2,25,19,32,35990015,7870,2339482,3.0,1,0,0,2
86590,1,2,25,214,19,35990003,9163,2044826,15.0,0,0,2,9
86591,1,2,26,202,29,50150004,2856,2299315,7.0,0,0,1,5
86596,1,1,41,13,25,20990001,1692,2249844,8.0,0,0,3,5
86598,1,6,31,160,59,11990003,1325,1728967,15.0,0,0,3,5
86603,0,6,41,35,17,13150005,520,1852165,18.0,0,0,3,6
86606,1,2,29,68,96,35990015,7585,2343571,2.0,1,0,0,2
86607,1,6,29,19,54,52120009,11029,2322746,5.0,0,1,1,3
