,Current Facility,Parole Review Status,Last Parole Decision
9508,3,0,0
9509,99,0,0
9510,88,0,0
9512,36,0,1
9515,9,0,0
9516,83,0,0
9520,86,1,0
9521,2,1,0
9522,86,0,0
9525,60,0,0
9527,73,0,0
9530,9,1,0
9531,16,1,0
9533,43,0,0
9534,9,0,1
9535,71,0,0
9536,65,0,0
9537,75,0,0
9538,49,1,0
9539,5,0,1
9541,73,0,0
9544,32,0,1
9545,86,0,0
9546,46,0,0
9547,99,0,0
9548,66,0,1
9552,93,0,0
9553,40,0,1
9554,31,0,0
9555,73,0,0
9556,1,0,1
9557,26,1,0
9559,46,0,0
9560,28,1,0
9561,76,1,0
9562,73,1,0
9565,88,0,0
9566,16,0,0
9568,1,0,0
9569,25,0,1
9571,66,1,0
9572,100,0,0
9573,12,0,0
9574,69,0,0
9575,70,1,0
9576,10,0,0
9577,62,0,1
9585,65,1,0
9586,60,0,0
9587,13,0,0
9589,80,1,0
9595,54,0,0
9599,68,0,0
9600,68,0,1
9602,27,0,1
9604,27,0,0
9606,26,1,0
9608,32,0,1
9609,51,0,0
9610,80,1,0
9613,47,0,0
9614,99,0,0
9615,80,0,1
9617,4,0,0
9619,9,0,0
9621,26,0,1
9624,24,0,1
9627,47,1,0
9630,92,1,0
9631,26,0,1
9633,73,0,0
9636,81,0,0
9637,81,0,0
9638,51,0,0
9640,87,0,0
9641,55,1,0
9642,23,1,0
9643,7,0,0
9644,86,1,0
9647,0,1,0
9648,20,1,0
9649,72,0,1
9650,31,0,0
9651,13,1,0
9652,12,0,0
9653,3,0,0
9655,15,0,0
9656,65,0,0
9658,20,0,0
9659,9,1,0
9661,46,0,0
9662,13,0,0
9663,16,0,0
9664,21,0,0
9667,63,1,0
9671,63,0,0
9673,24,0,1
9676,99,0,0
9677,73,0,0
9678,99,0,0
9680,12,0,0
9681,21,0,0
9684,86,1,0
9685,75,0,0
9686,26,0,1
9688,73,0,0
9689,86,1,0
9690,27,0,1
9691,37,0,1
9692,7,0,0
9693,4,0,0
9694,63,1,0
9695,13,1,0
9699,15,1,0
9700,1,0,1
9701,66,0,0
9702,54,0,0
9703,12,0,1
9705,12,0,0
9706,1,0,0
9707,75,0,1
9708,74,1,0
9710,0,0,0
9711,60,0,1
9713,25,1,0
9715,51,1,0
9717,9,0,0
9718,15,1,0
9719,15,0,0
9720,82,0,0
9722,15,0,0
9724,12,0,1
9725,43,0,1
9726,76,1,0
9727,16,0,0
9728,13,1,0
9729,49,0,1
9730,46,0,0
9732,45,0,0
9733,73,0,0
9734,71,0,1
9735,54,0,0
9737,51,0,1
9738,63,0,1
9743,13,0,0
9744,46,0,1
9749,27,0,0
9751,21,0,0
9753,20,0,0
9754,54,0,0
9756,70,0,0
9760,46,1,0
9762,61,0,0
9763,63,0,1
9764,86,0,0
9765,47,0,1
9768,11,1,0
9769,73,0,0
9774,99,0,1
9775,25,0,0
9779,26,0,0
9781,46,0,1
9784,40,0,1
9785,9,0,0
9786,56,0,0
9787,12,0,0
9788,86,0,0
9789,41,0,1
9792,37,0,1
9796,88,0,0
9798,63,0,0
9799,49,0,0
9800,74,0,0
9801,54,0,0
9802,88,1,0
9803,0,0,0
9804,26,0,0
9805,40,0,1
9809,67,0,0
9811,8,0,0
9812,49,1,0
9813,15,0,0
9814,4,1,0
9815,53,0,1
9816,30,0,0
9817,24,0,1
9819,20,0,0
9821,26,0,0
9823,0,0,0
9825,75,0,0
9828,40,0,1
9830,35,0,1
9831,12,0,0
9834,86,0,0
9835,63,0,0
9837,3,1,0
9838,13,0,0
9840,49,0,0
9841,43,0,0
9842,63,0,0
9843,24,0,1
9844,87,0,1
9846,10,0,1
9847,13,1,0
9848,100,0,1
9849,74,0,0
9850,25,1,0
9853,5,1,0
9855,51,0,1
9856,88,0,0
9857,75,0,0
9858,2,0,0
9859,74,0,1
9860,46,0,0
9861,9,0,0
9862,88,0,0
9864,37,1,0
9865,17,0,1
9867,41,0,1
9869,43,0,0
9871,12,0,0
9872,12,1,0
9873,25,1,0
9874,13,0,0
9879,77,0,0
9880,12,1,0
9881,65,0,0
9883,18,0,0
9884,44,0,0
9885,23,0,0
9886,99,0,0
9888,84,0,0
9889,12,0,0
9892,73,0,0
9896,93,1,0
9898,38,0,1
9899,97,0,0
9900,29,0,0
9902,28,1,0
9903,3,0,1
9904,97,1,0
9905,73,0,0
9906,65,0,0
9907,63,1,0
9908,47,1,0
9909,63,0,0
9910,75,1,0
9912,49,0,0
9914,9,0,0
9919,100,0,1
9920,94,0,0
9921,24,0,1
9922,26,0,0
9923,29,0,0
9924,20,0,0
9926,59,1,0
9927,77,0,0
9928,37,0,0
9930,16,1,0
9932,84,0,0
9933,49,0,0
9935,16,0,0
9936,25,0,0
9937,92,0,0
9938,73,0,0
9939,73,0,0
9940,84,0,0
9941,42,0,0
9942,3,0,0
9945,31,1,0
9946,71,0,0
9947,0,1,0
9948,0,0,0
9949,15,0,0
9950,75,1,0
9951,60,0,0
9954,46,0,0
9955,32,0,1
9956,95,0,0
9957,11,1,0
9958,82,0,0
9960,13,0,0
9962,76,0,0
9963,73,1,0
9965,74,0,0
9967,21,0,0
9968,93,1,0
9970,47,0,0
9971,85,0,0
9972,26,1,0
9974,26,0,0
9976,87,0,0
9978,67,0,0
9979,84,0,1
9982,86,0,0
9983,25,0,0
9985,0,0,0
9986,75,1,0
9987,65,0,0
9990,46,0,0
9992,12,0,0
9993,46,0,0
9995,0,0,0
9996,26,1,0
9997,63,0,0
9998,65,0,0
10000,99,0,0
10001,65,0,0
10002,86,0,0
10003,63,0,1
10005,12,0,0
10006,9,0,0
10007,75,0,0
10009,86,0,0
10010,12,0,0
10012,99,0,0
10015,40,0,1
10016,32,0,1
10018,65,1,0
10019,25,0,0
10021,86,1,0
10023,44,0,0
10024,22,1,0
10029,47,1,0
10030,60,0,0
10033,12,0,1
10035,86,0,0
10036,60,0,0
10037,58,0,0
10040,12,0,0
10041,100,0,1
10043,26,0,0
10045,53,0,0
10046,63,0,0
10049,63,0,0
10050,67,0,1
10051,24,0,1
10052,32,1,0
10053,74,1,0
10054,85,0,1
10058,59,0,0
10062,84,0,0
10063,8,1,0
10064,4,0,0
10066,14,1,0
10067,65,0,0
10069,4,0,0
10072,99,0,0
10073,32,0,1
10076,86,0,0
10078,46,0,0
10079,71,0,0
10080,12,0,0
10084,9,0,0
10085,35,1,0
10086,70,0,0
10088,67,0,0
10089,46,0,0
10092,67,0,1
10095,89,0,0
10096,60,1,0
10097,32,0,1
10098,63,1,0
10099,3,0,0
10100,12,0,1
10101,9,0,0
10102,64,0,0
10103,26,0,1
10106,86,0,0
10108,61,0,0
10109,15,0,0
10110,23,0,0
10112,4,0,0
10113,13,1,0
10114,15,1,0
10115,53,0,0
10119,53,0,0
10120,32,1,0
10121,9,1,0
10125,97,0,0
10126,46,0,0
10127,93,0,0
10128,13,0,0
10130,74,0,0
10132,75,0,0
10133,59,0,0
10136,71,0,0
10137,88,1,0
10138,61,0,0
10140,13,1,0
10141,13,0,0
10144,99,1,0
10145,87,0,0
10147,86,0,0
10150,14,0,0
10151,35,0,0
10155,49,0,0
10159,49,0,0
10161,86,0,0
10162,4,0,0
10165,99,1,0
10171,84,0,0
10172,63,1,0
10173,99,0,0
10174,19,0,0
10175,4,0,0
10178,85,0,0
10181,71,0,0
10183,49,0,0
10185,35,0,0
10187,71,0,0
10188,0,0,0
10190,67,0,0
10192,74,0,0
10193,16,1,0
10194,12,0,0
10195,73,1,0
10196,65,0,0
10197,65,0,0
10198,3,0,0
10199,65,0,0
10200,88,0,0
10201,54,0,0
10203,48,0,0
10204,2,0,0
10205,23,1,0
10207,46,1,0
10209,73,1,0
10210,38,0,1
10211,60,0,0
10212,20,0,0
10213,49,0,0
10214,12,0,1
10215,93,0,0
10217,65,1,0
10219,40,0,1
10220,99,1,0
10221,49,0,0
10222,99,1,0
10227,97,0,0
10228,9,0,0
10230,65,0,0
10234,63,0,1
10235,35,0,1
10236,56,0,1
10237,4,1,0
10238,12,0,0
10241,56,0,1
10242,47,1,0
10243,49,0,0
10245,65,0,0
10246,49,0,0
10247,13,1,0
10248,61,0,1
10251,70,0,0
10252,63,0,0
10253,63,0,0
10254,66,0,0
10255,15,0,1
10258,20,1,0
10259,2,0,0
10260,99,0,1
10261,53,0,0
10263,16,0,0
10265,12,0,0
10266,1,0,0
10268,65,0,0
10269,73,0,0
10270,23,0,0
10272,75,0,0
10274,4,0,1
10275,87,0,0
10278,32,1,0
10280,100,0,1
10281,65,0,0
10282,65,0,0
10287,93,0,1
10288,61,0,0
10290,12,0,0
10291,43,1,0
10292,73,0,0
10293,32,0,1
10295,53,1,0
10297,86,0,0
10301,91,0,1
10302,59,0,1
10303,80,0,0
10306,16,0,0
10309,13,1,0
10310,69,0,0
10311,18,0,0
10312,73,0,0
10313,9,1,0
10314,25,0,0
10317,21,1,0
10318,90,0,0
10319,46,0,0
10320,93,0,0
10325,30,0,0
10327,23,0,0
10328,87,0,1
10331,73,0,1
10332,26,0,0
10333,37,0,1
10335,8,1,0
10336,9,0,1
10337,26,0,0
10338,70,0,0
10339,6,1,0
10341,30,0,0
10345,37,1,0
10346,27,0,0
10348,37,0,1
10349,67,1,0
10351,13,0,0
10354,97,0,0
10355,59,0,0
10356,25,0,0
10358,27,0,1
10360,73,1,0
10361,77,1,0
10363,4,0,0
10366,75,0,0
10368,26,0,0
10369,46,0,0
10370,73,1,0
10371,25,0,1
10373,86,0,0
10374,23,0,0
10375,62,0,1
10376,86,0,0
10377,37,0,1
10378,73,0,0
10379,15,1,0
10382,49,0,0
10384,75,0,0
10385,97,0,1
10386,40,0,1
10387,51,0,0
10389,36,0,0
10391,59,0,0
10393,29,0,0
10395,63,0,0
10401,20,0,0
10407,26,1,0
10409,17,0,1
10410,8,0,0
10412,93,0,0
10413,51,0,1
10415,87,0,0
10416,25,0,0
10417,26,0,1
10418,30,1,0
10421,26,0,0
10422,22,0,0
10423,26,0,0
10426,9,0,0
10427,88,0,0
10430,86,1,0
10431,15,1,0
10432,70,0,0
10433,25,0,0
10434,90,0,0
10435,73,0,0
10436,26,1,0
10437,46,0,0
10440,37,0,1
10442,26,0,0
10443,54,0,0
10445,25,0,0
10446,20,0,0
10447,12,0,1
10449,80,0,0
10450,43,0,0
10452,92,0,0
10453,58,0,0
10454,65,0,0
10458,72,0,1
10459,86,0,0
10460,46,0,0
10461,32,0,1
10464,46,0,0
10465,99,1,0
10468,20,0,0
10472,73,0,0
10473,37,0,1
10474,99,0,0
10476,15,0,0
10477,99,0,0
10478,37,0,1
10480,85,0,0
10482,74,1,0
10484,54,0,1
10486,3,0,0
10487,42,0,0
10488,77,0,0
10489,42,0,0
10491,75,0,0
10493,84,1,0
10494,81,0,0
10497,47,0,0
10500,69,0,0
10501,47,0,0
10503,73,0,0
10506,15,0,0
10507,12,0,0
10510,53,1,0
10513,19,1,0
10514,43,0,0
10515,65,0,0
10516,3,0,0
10518,54,1,0
10519,75,0,0
10522,54,0,1
10525,60,0,0
10526,67,0,0
10529,13,0,0
10531,3,0,0
10532,65,0,0
10534,32,0,1
10535,20,0,0
10536,25,0,0
10537,32,0,1
10539,75,1,0
10540,77,1,0
10542,75,0,0
10543,71,1,0
10544,46,0,0
10545,83,0,1
10546,32,0,1
10549,51,0,0
10550,84,0,0
10552,75,1,0
10553,85,0,0
10554,56,1,0
10556,72,0,0
10559,8,0,0
10560,73,0,0
10561,24,0,1
10562,69,0,0
10563,0,0,1
10564,93,0,0
10567,22,1,0
10570,63,1,0
10571,21,0,1
10573,71,0,0
10575,67,0,0
10576,61,0,0
10577,99,1,0
10578,99,1,0
10579,15,0,0
10581,13,0,0
10586,13,1,0
10587,18,1,0
10592,49,0,1
10593,73,0,0
10596,73,1,0
10599,26,0,1
10602,0,0,0
10605,73,0,0
10607,26,1,0
10608,62,0,1
10610,24,0,0
10611,49,0,0
10612,52,0,1
10614,87,0,0
10616,92,0,0
10617,0,0,1
10618,18,0,0
10619,99,1,0
10621,26,1,0
10623,47,0,0
10624,27,0,1
10627,9,0,0
10628,99,0,0
10632,45,1,0
10633,25,0,0
10634,97,0,0
10635,64,0,1
10637,86,0,0
10638,25,0,0
10639,20,0,0
10640,69,0,0
10646,12,0,0
10648,71,0,0
10651,56,0,1
10654,51,0,1
10657,24,0,0
10661,28,1,0
10662,92,1,0
10665,83,0,0
10667,3,0,0
10668,49,0,0
10669,46,0,0
10671,75,0,0
10672,61,0,0
10673,84,0,0
10674,8,0,0
10675,66,0,0
10676,63,0,0
10677,26,1,0
10678,9,0,0
10679,85,0,0
10680,13,0,0
10682,13,0,0
10684,9,1,0
10685,25,0,0
10686,63,0,1
10689,3,0,0
10690,66,0,1
10691,53,0,0
10692,86,0,0
10693,12,0,0
10695,51,0,0
10697,71,0,0
10699,99,1,0
10700,30,1,0
10702,8,0,0
10703,99,1,0
10704,7,1,0
10705,25,0,0
10706,85,0,0
10708,46,0,0
10709,70,0,0
10710,16,0,0
10714,73,0,0
10716,88,0,0
10718,3,0,0
10719,54,0,0
10721,84,0,0
10723,84,0,1
10725,46,0,0
10727,32,0,1
10728,73,1,0
10729,26,0,1
10730,93,0,0
10731,8,1,0
10732,20,1,0
10734,93,0,0
10735,67,0,1
10737,12,0,1
10742,21,0,0
10746,54,1,0
10748,35,0,0
10749,8,0,0
10750,75,0,0
10752,75,0,0
10753,85,1,0
10754,10,0,0
10755,86,0,0
10757,0,1,0
10758,9,0,0
10761,27,0,1
10762,90,1,0
10763,74,0,0
10764,71,0,0
10766,49,0,0
10769,35,1,0
10770,16,0,0
10772,5,0,0
10774,65,0,0
10775,77,0,0
10776,84,1,0
10778,62,0,1
10785,56,0,1
10787,54,0,0
10790,87,1,0
10791,77,1,0
10793,24,0,0
10794,86,1,0
10796,13,0,0
10797,46,0,1
10798,21,1,0
10799,9,0,0
10800,73,1,0
10801,7,0,1
10804,75,1,0
10805,53,0,1
10806,74,1,0
10808,65,0,0
10809,92,0,0
10810,12,0,0
10812,29,0,1
10813,26,0,0
10814,22,0,0
10815,46,0,0
10816,3,0,0
10820,53,0,0
10823,99,0,0
10826,73,0,0
10828,97,0,0
10829,13,0,0
10830,94,0,1
10831,75,0,1
10832,46,0,0
10837,93,0,0
10839,10,0,0
10840,46,0,0
10841,84,0,0
10842,37,0,1
10843,26,1,0
10847,0,1,0
10848,9,1,0
10849,73,1,0
10851,46,1,0
10854,3,0,0
10855,82,0,0
10857,71,1,0
10860,20,1,0
10861,21,0,0
10862,70,1,0
10863,26,0,0
10864,53,0,1
10865,23,0,0
10867,61,0,0
10868,71,0,1
10869,77,0,0
10872,25,1,0
10873,61,0,0
10874,70,0,0
10876,86,0,0
10877,90,0,1
10879,7,1,0
10880,63,0,0
10881,4,0,0
10884,46,0,0
10888,13,0,0
10890,91,0,1
10891,40,0,1
10894,40,0,1
10896,24,0,1
10897,84,0,0
10899,74,0,1
10903,54,0,0
10906,74,0,0
10907,7,1,0
10909,95,0,0
10911,10,0,0
10912,26,0,0
10914,97,0,0
10915,93,0,0
10917,85,0,1
10918,30,0,0
10919,87,0,1
10920,96,0,1
10921,4,0,0
10923,25,0,1
10927,12,0,0
10929,74,0,1
10932,1,0,0
10934,85,1,0
10935,4,0,0
10936,0,0,0
10937,26,1,0
10938,93,0,0
10941,53,0,1
10942,13,0,0
10943,80,0,0
10945,30,0,1
10946,80,0,1
10947,94,1,0
10949,63,0,1
10950,23,0,1
10952,37,0,1
10955,86,0,0
10961,75,1,0
10962,55,1,0
10966,94,1,0
10968,99,0,0
10970,87,0,1
10971,94,1,0
10976,26,0,0
10977,37,0,0
10978,26,0,0
10979,15,0,1
10980,93,0,0
10981,22,0,0
10988,12,0,0
10989,16,1,0
10992,81,0,1
10993,26,0,0
10994,13,0,0
10995,40,0,1
10997,5,0,1
11002,73,0,0
11004,26,0,0
11005,63,0,0
11007,61,0,1
11009,47,0,1
11012,83,0,0
11014,12,0,0
11016,77,0,0
11017,65,0,0
11018,0,0,1
11019,63,0,0
11020,65,0,0
11021,21,0,1
11026,26,0,0
11028,84,0,0
11030,86,1,0
11031,73,0,0
11032,99,0,0
11034,23,0,0
11035,85,1,0
11036,83,0,0
11038,51,0,0
11041,93,0,0
11042,4,0,0
11043,71,0,0
11044,93,0,1
11045,74,0,0
11047,32,0,0
11048,67,1,0
11049,74,0,0
11050,59,1,0
11051,88,0,0
11052,32,0,1
11053,48,0,1
11054,20,0,0
11055,71,0,0
11057,46,0,0
11059,43,0,0
11061,53,0,1
11062,53,0,0
11063,62,1,0
11064,46,1,0
11065,10,0,0
11066,73,1,0
11070,14,1,0
11071,40,0,1
11072,68,0,0
11073,53,0,1
11078,85,0,0
11080,84,0,0
11084,63,1,0
11086,73,0,0
11089,9,0,0
11090,45,0,0
11091,97,1,0
11093,75,0,0
11097,67,0,0
11098,32,0,1
11101,44,0,0
11103,53,0,0
11107,86,0,0
11108,11,0,0
11109,99,1,0
11111,22,0,0
11113,96,1,0
11115,85,0,0
11116,47,0,1
11117,43,0,0
11120,37,0,0
11122,86,0,0
11123,91,0,1
11124,40,0,1
11125,26,0,0
11126,9,1,0
11127,57,1,0
11129,92,0,0
11130,45,0,0
11132,65,0,0
11133,83,1,0
11134,32,1,0
11135,63,0,0
11136,2,0,0
11137,46,0,0
11138,26,0,0
11140,12,0,1
11142,93,0,0
11146,38,0,1
11147,73,1,0
11148,93,0,0
11149,63,0,0
11150,54,0,0
11151,99,1,0
11153,74,0,1
11154,86,0,0
11155,70,0,1
11157,55,1,0
11158,73,0,0
11159,0,0,0
11161,77,0,0
11164,73,0,0
11165,93,1,0
11167,94,0,0
11169,37,1,0
11170,61,0,0
11171,25,0,0
11172,65,0,0
11173,93,0,0
11174,26,0,0
11175,99,0,0
11177,7,0,0
11178,24,0,1
11180,73,0,0
11183,63,0,0
11184,16,0,0
11185,27,0,0
11186,25,1,0
11190,18,1,0
11191,30,0,0
11192,73,0,0
11193,92,0,1
11195,99,0,0
11196,86,1,0
11197,13,0,0
11198,52,0,1
11200,70,0,0
11201,65,0,0
11202,65,1,0
11203,25,0,0
11204,73,0,0
11206,12,0,0
11207,53,0,1
11208,9,0,0
11209,9,0,0
11210,99,0,0
11211,75,1,0
11212,16,0,0
11213,92,0,0
11215,7,0,1
11219,7,1,0
11220,87,0,0
11221,71,0,0
11223,0,0,0
11224,86,0,1
11227,7,0,0
11228,43,0,0
11230,4,0,1
11231,55,0,0
11233,26,1,0
11235,11,1,0
11236,12,0,0
11237,32,0,1
11241,73,0,0
11243,58,0,0
11245,46,0,0
11247,83,0,0
11248,1,0,0
11249,26,1,0
11250,97,0,0
11255,13,0,1
11257,61,0,0
11259,24,0,1
11264,46,0,0
11265,12,0,0
11267,0,0,0
11269,53,0,0
11270,52,0,1
11271,53,0,0
11274,37,0,1
11275,37,0,0
11276,61,1,0
11278,32,1,0
11279,99,0,0
11281,12,0,1
11282,40,0,1
11283,26,0,0
11284,93,0,0
11286,15,1,0
11287,93,1,0
11288,63,0,1
11290,93,0,0
11293,16,0,0
11294,99,1,0
11295,35,0,0
11297,17,0,0
11301,46,0,0
11302,54,0,0
11304,26,1,0
11305,37,0,1
11308,21,0,0
11310,17,0,0
11311,32,1,0
11314,74,0,0
11316,22,0,1
11317,21,0,0
11318,67,0,1
11319,65,0,0
11322,93,0,0
11324,27,0,0
11325,9,0,0
11328,99,0,0
11334,46,0,0
11335,63,1,0
11337,99,0,0
11338,40,0,1
11339,85,0,0
11340,23,0,0
11343,86,0,0
11345,86,0,0
11346,53,0,0
11348,82,0,0
11350,26,0,0
11352,9,0,0
11353,9,0,0
11354,5,0,0
11356,73,0,0
11357,49,1,0
11358,44,1,0
11359,63,1,0
11360,20,0,0
11361,38,0,1
11362,86,0,0
11363,77,0,0
11366,62,1,0
11369,67,0,0
11372,26,0,0
11373,99,0,0
11375,49,0,0
11376,0,0,0
11377,43,0,0
11378,0,0,0
11379,23,0,0
11380,53,1,0
11381,93,0,1
11382,26,0,0
11384,13,0,0
11385,44,1,0
11386,82,0,0
11388,93,0,0
11390,32,0,1
11391,63,0,0
11392,99,0,0
11394,61,0,0
11395,73,0,0
11396,71,1,0
11397,52,0,1
11399,3,0,1
11401,77,0,1
11402,62,0,1
11403,32,0,1
11409,53,0,0
11410,27,0,1
11412,9,1,0
11413,25,0,0
11415,93,1,0
11416,53,0,0
11418,13,0,1
11419,9,1,0
11420,71,0,0
11422,0,0,0
11423,1,0,0
11424,47,0,0
11426,73,0,0
11427,86,0,1
11430,77,0,0
11432,75,0,0
11433,31,0,0
11434,91,0,0
11435,9,0,1
11436,32,0,1
11439,9,0,0
11440,35,0,1
11441,17,1,0
11442,53,0,1
11444,99,1,0
11447,46,0,0
11450,24,0,1
11451,67,0,1
11453,16,1,0
11454,8,0,0
11458,49,1,0
11459,9,0,0
11460,48,0,0
11463,4,0,0
11464,21,1,0
11465,81,1,0
11469,76,0,0
11470,86,0,0
11471,65,0,0
11473,22,0,0
11475,52,0,1
11476,49,1,0
11477,63,0,0
11479,94,0,0
11482,4,0,0
11483,75,0,0
11487,9,1,0
11491,20,0,0
11492,82,0,0
11495,29,0,0
11498,44,0,0
11499,63,0,0
11500,47,0,0
11501,61,0,0
11502,9,1,0
11504,26,0,0
11505,10,1,0
11506,23,0,0
11510,75,0,0
11511,38,0,1
11512,43,1,0
11513,51,0,0
11518,50,0,1
11519,53,0,0
11521,56,1,0
11522,40,0,1
11523,3,0,1
11530,43,0,0
11532,94,0,1
11533,51,0,0
11534,86,0,0
11535,73,0,0
11536,9,1,0
11537,86,1,0
11538,20,0,1
11539,37,0,1
11540,93,0,0
11541,13,0,0
11542,45,0,0
11543,99,0,0
11545,25,0,0
11548,37,0,1
11549,3,0,0
11550,53,0,1
11551,65,0,0
11553,67,1,0
11554,1,0,1
11556,17,1,0
11560,96,1,0
11564,67,0,0
11565,49,0,0
11569,12,0,0
11570,46,0,0
11571,0,0,1
11572,25,0,0
11573,25,0,0
11575,97,0,1
11576,70,0,0
11578,22,0,0
11579,75,0,0
11585,73,0,0
11586,9,0,0
11588,29,1,0
11590,53,0,0
11591,12,0,1
11593,65,0,0
11596,44,1,0
11597,40,0,1
11599,47,0,0
11600,84,0,0
11601,86,0,1
11602,59,1,0
11603,87,0,0
11605,12,0,0
11606,85,0,0
11611,99,1,0
11612,86,0,0
11614,9,0,0
11615,49,0,1
11619,75,0,1
11622,28,0,0
11623,74,1,0
11624,13,0,0
11625,0,0,0
11631,46,0,0
11636,9,0,0
11639,99,0,0
11640,65,0,0
11641,97,1,0
11643,71,0,0
11644,15,0,0
11645,88,0,0
11646,88,0,0
11647,25,1,0
11648,46,0,1
11649,26,0,0
11650,2,0,0
11651,49,1,0
11652,47,0,1
11653,90,1,0
11656,63,0,0
11658,37,0,1
11659,22,1,0
11661,86,0,0
11663,86,1,0
11665,9,0,0
11666,67,0,0
11667,32,0,1
11668,86,0,1
11669,67,0,0
11670,0,1,0
11672,47,1,0
11673,27,0,1
11674,12,0,0
11675,99,0,0
11676,26,0,0
11678,74,1,0
11679,20,0,0
11685,53,0,0
11686,88,1,0
11688,26,1,0
11690,2,0,0
11691,24,0,1
11692,93,0,0
11693,26,0,0
11694,57,0,1
11695,92,0,0
11696,99,0,0
11697,9,0,0
11698,65,1,0
11700,83,0,0
11702,16,1,0
11703,71,0,0
11705,88,1,0
11706,0,0,0
11707,26,0,0
11710,26,0,0
11711,73,0,0
11713,9,0,0
11714,15,0,0
11715,27,0,0
11718,36,0,1
11720,22,0,0
11721,20,0,1
11722,22,0,0
11723,65,0,0
11724,0,0,0
11726,46,1,0
11730,15,0,0
11731,86,0,0
11733,75,0,0
11737,61,0,0
11740,3,0,1
11743,72,0,0
11744,49,1,0
11746,37,0,1
11747,12,0,0
11748,77,0,0
11751,16,0,0
11753,26,1,0
11755,25,0,0
11756,99,0,0
11759,99,0,0
11760,8,0,0
11761,37,0,0
11762,32,0,1
11764,61,0,0
11765,66,0,1
11767,15,0,0
11768,25,0,0
11769,99,1,0
11770,75,0,0
11771,46,1,0
11772,75,1,0
11773,63,0,0
11775,65,0,0
11778,29,0,0
11780,71,0,0
11782,12,0,1
11784,62,0,0
11787,13,1,0
11788,30,0,0
11789,74,0,1
11790,49,0,0
11793,12,0,0
11794,65,0,0
11796,48,0,1
11802,91,0,1
11805,4,0,0
11806,91,0,1
11807,25,1,0
11808,71,0,0
11809,4,0,1
11813,23,0,0
11814,35,0,1
11817,93,1,0
11823,87,0,0
11826,99,0,0
11828,28,0,0
11829,33,0,1
11831,65,1,0
11832,43,0,0
11834,67,0,1
11835,13,0,0
11839,46,0,0
11840,46,0,0
11843,41,0,0
11845,32,0,1
11847,21,0,0
11848,92,0,0
11849,9,0,0
11852,52,0,1
11854,29,0,0
11856,75,0,0
11859,68,0,0
11861,86,0,0
11862,26,1,0
11863,43,0,0
11867,93,1,0
11870,13,1,0
11872,99,1,0
11874,63,1,0
11875,9,0,0
11876,100,0,1
11877,23,0,0
11880,86,0,0
11881,87,0,0
11882,92,0,0
11884,63,0,0
11886,86,0,0
11888,99,0,0
11889,8,0,0
11890,73,1,0
11891,16,0,1
11892,17,0,0
11894,99,0,0
11896,4,0,0
11898,9,0,0
11899,37,0,1
11901,12,0,0
11902,49,0,0
11905,93,1,0
11906,28,1,0
11907,47,0,0
11908,2,1,0
11910,7,0,1
11911,9,1,0
11915,49,0,0
11917,48,1,0
11921,68,0,0
11923,47,0,0
11926,9,0,1
11933,58,0,0
11936,73,0,0
11938,56,0,1
11939,67,1,0
11940,52,0,1
11941,53,1,0
11942,37,0,0
11945,86,0,0
11946,37,0,1
11949,65,1,0
11950,42,0,0
11955,4,0,0
11956,0,1,0
11957,86,0,0
11958,25,1,0
11959,30,0,1
11960,4,0,0
11961,25,0,0
11962,74,0,1
11964,46,0,0
11965,58,0,0
11966,0,1,0
11967,99,0,0
11968,0,0,0
11969,92,0,0
11970,53,0,1
11971,66,0,1
11973,82,0,1
11975,26,1,0
11977,85,1,0
11979,90,0,1
11980,46,1,0
11981,82,0,0
11982,9,0,0
11985,12,1,0
11988,73,0,0
11989,47,0,1
11990,99,0,0
11991,26,0,0
11992,90,0,0
11994,84,0,0
11995,75,0,0
11996,10,0,0
11998,13,0,0
11999,9,0,1
12000,25,1,0
12001,70,0,1
12002,85,0,0
12003,3,0,1
12004,52,0,1
12005,99,0,1
12007,62,0,0
12008,30,0,1
12010,48,0,0
12012,29,0,1
12014,38,0,1
12016,32,1,0
12017,25,0,1
12018,60,0,0
12020,5,0,0
12021,72,0,1
12024,27,0,1
12027,73,0,0
12028,46,0,0
12031,47,0,1
12033,61,0,1
12034,12,1,0
12035,77,0,0
12036,74,1,0
12037,27,0,0
12038,69,1,0
12039,54,1,0
12040,21,0,0
12042,95,0,0
12043,12,0,0
12044,46,0,0
12047,88,0,0
12048,25,1,0
12049,83,0,0
12050,3,0,0
12051,32,0,1
12052,59,0,0
12054,93,0,0
12055,31,0,0
12056,46,0,0
12057,99,0,0
12058,62,0,0
12059,88,0,0
12060,53,0,0
12061,17,0,0
12064,86,0,1
12067,93,0,0
12069,67,0,0
12072,63,0,0
12075,20,0,0
12076,75,0,0
12078,12,1,0
12080,63,0,0
12081,13,0,1
12082,32,0,1
12083,36,0,0
12089,74,0,0
12090,20,0,0
12092,35,0,1
12093,46,0,0
12094,61,0,0
12095,99,0,1
12096,26,0,0
12098,19,0,0
12099,73,0,0
12103,35,0,0
12104,63,0,0
12106,99,0,0
12110,73,1,0
12114,24,0,1
12115,25,0,0
12117,4,1,0
12118,86,0,0
12119,46,0,0
12120,32,0,1
12125,92,0,0
12126,77,0,0
12128,0,1,0
12131,14,1,0
12132,12,0,0
12133,88,0,1
12134,35,0,1
